permit_date,status,closed_date,store_name,address,phone,latitude,longitude,multi_use,total_area
2019-04-11,영업/정상,,씨유 목동평화점,"서울특별시 양천구 목동동로 387, 광장2종합상가 1층 103호 (목동)",0226464545,448163.031885547,189309.239544413,N,3.3
2019-04-01,영업/정상,,씨유 오목교스퀘어점,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 1층 104호 (목동)",,446969.388649775,188951.756197598,N,3.3
2019-03-05,영업/정상,,씨유목동사러가점,"서울특별시 양천구 목동중앙북로16길 3, 1층 7호 (목동)",,449313.885409203,188788.809659247,N,6.6
2017-09-12,영업/정상,,씨유목동한영점,"서울특별시 양천구 목동중앙남로14가길 49, 지상1층 (목동)",,448887.978094954,187980.330148707,N,6.6
2013-07-30,영업/정상,,씨유신정푸른점,"서울특별시 양천구 신정로7길 60-2, 1층 (신정동, 금경빌딩)",02  26120666,445561.075577775,185581.843495778,N,3.3
2015-06-24,영업/정상,,씨유목동파리공원점,"서울특별시 양천구 목동동로 339, 지상1층 122-3호 (목동, 목동트윈빌 상가)",,447777.835760268,189042.496526196,N,6.6
2014-03-25,영업/정상,,씨유(CU) 양천행복점,서울특별시 양천구 월정로 15 (신월동),0226995270,446569.517465578,186097.327031807,N,3.3
2017-12-22,영업/정상,,씨유목동현대점,"서울특별시 양천구 목동중앙서로7길 17, 지상1층 (목동)",,447929.619038474,188077.59182057,N,3.3
2012-11-01,영업/정상,,씨유 뉴신월지양점,"서울특별시 양천구 지양로7길 12, 1층 101호 (신월동)",,446603.117044203,185146.069559457,N,3.3
2013-01-17,영업/정상,,CU(씨유) 신월사거리점,"서울특별시 양천구 가로공원로 104, 양전빌딩 1층 (신월동)",02  26980815,448153.950391182,184679.867647534,N,3.3
2019-09-30,영업/정상,,씨유 신월시영점,"서울특별시 양천구 지양로3길 10, 1층 (신월동)",,446283.249702287,185425.803069016,N,6.6
2017-06-02,영업/정상,,씨유신정하이빌,"서울특별시 양천구 남부순환로88길 14, 1층 (신정동)",,445524.71062635,185794.655081652,N,3.3
2015-12-23,영업/정상,,씨유 뉴신월라온점,"서울특별시 양천구 곰달래로5길 85, 1층 (신월동)",,448165.349742115,184835.972891022,N,6.6
2008-08-19,영업/정상,,씨유오목교역점,"서울특별시 양천구 오목로 325 (목동, 1층씨유오목교역점내)",02  26453847,446998.232038717,188767.584299319,N,8.25
2011-10-21,영업/정상,,씨유목동달마을점,"서울특별시 양천구 목동중앙본로 42 (목동, 1층 씨유목동달마을점내)",025356103,448626.650818559,188340.491697208,N,9.9
2024-10-11,영업/정상,,씨유 신월희망점,"서울특별시 양천구 남부순환로54길 16-2, 1층 (신월동)",,447854.418319408,184747.416671205,N,3.3
2024-10-29,영업/정상,,씨유 41타워점,"서울특별시 양천구 목동동로 293, 현대41타워 1층 1-40,41,42,43호 (목동)",,447333.569187997,188953.066831076,N,3.3
2008-04-25,영업/정상,,씨유 목동역점,"서울특별시 양천구 목동로 185 (신정동, 1층)",0226986705,446980.855230524,187924.072791275,N,16.5
2016-01-21,영업/정상,,씨유목4동점,"서울특별시 양천구 목동중앙남로5길 46, 지상1층 (목동)",,448306.366040269,187950.283555163,N,6.6
2012-09-13,영업/정상,,씨유신월미소지움점,"서울특별시 양천구 월정로5길 9 (신월동, 1층)",02  26958838,446768.157994622,185901.869984597,N,10.0
2014-11-26,영업/정상,,씨유신월미래점,"서울특별시 양천구 가로공원로60길 8, 1층 (신월동)",,448062.298624122,184449.386660638,N,6.6
2019-12-02,영업/정상,,씨유 목동하이페리온점,"서울특별시 양천구 오목로 300, 206동 1층 119호 (목동, 현대하이페리온2)",,446909.365903882,188431.286329151,N,3.3
2012-06-15,영업/정상,,씨유목동7호점,"서울특별시 양천구 목동중앙서로7가길 31 (목동, 1층101호)",02  26473886,447918.310985977,187952.685673153,N,9.9
2020-01-29,영업/정상,,씨유 양천카인드점,"서울특별시 양천구 남부순환로59길 5, 1층 (신월동)",,447791.952951523,185078.559214526,N,9.9
2020-03-31,영업/정상,,씨유목동그린타운점,"서울특별시 양천구 목동동로 411, 1층 117호 (목동, 부영그린타운3차)",,448282.256149224,189519.862506193,N,3.3
2024-05-13,영업/정상,,씨유 목동6단지점,"서울특별시 양천구 목동동로 430, 107,108호 (목동, 목동신시가지아파트6단지)",,448050.161097073,189749.776358917,N,3.3
2023-05-22,영업/정상,,씨유 양천달빛점,"서울특별시 양천구 신월로 99, 상가동 110,111호 (신월동, 신월시영아파트)",,446199.492398091,185263.865468449,N,3.3
2023-05-11,영업/정상,,씨유 양천중앙점,"서울특별시 양천구 중앙로48길 6, 1층 (신정동)",,446762.819105149,186882.010863391,N,3.3
2021-09-30,영업/정상,,씨유 신트리공원점,"서울특별시 양천구 신정로 312, 뉴프라자 1층 112,113호 (신정동)",,445678.076325463,187158.467033065,N,3.3
2021-11-11,영업/정상,,씨유 목동힐스테이트점,"서울특별시 양천구 신월로36길 19, 1층 (신정동)",,446421.739123826,187439.114236693,N,3.3
2021-10-29,영업/정상,,씨유 목동5단지점,"서울특별시 양천구 목동동로 350, 복리시설 나동 1층 102-1호, 102-2호 (목동, 목동신시가지아파트5단지)",,447992.012379346,189508.199599752,N,6.6
2020-04-23,영업/정상,,씨유(CU) 신정하나점,"서울특별시 양천구 신정중앙로 14, 1층 (신정동)",,447280.546979538,186951.814251012,N,3.3
2020-06-15,영업/정상,,씨유 목동아델리체점,"서울특별시 양천구 중앙로45길 10, 2층 (신정동)",,446525.530348059,186812.936337404,N,3.3
2020-04-06,영업/정상,,씨유 신월메디힐점,"서울특별시 양천구 화곡로4길 31, 1층 (신월동)",,448305.972005909,184796.924297696,N,3.3
2023-01-13,영업/정상,,씨유 신월가로공원점,"서울특별시 양천구 가로공원로 142, 1층 104호 (신월동)",,448220.00028615,185058.183575161,N,3.3
2022-11-15,영업/정상,,씨유 서울서남병원점,"서울특별시 양천구 신정이펜1로 20, 서울특별시서남병원 1층 (신정동)",,445532.444934761,185179.358877689,N,3.3
2022-11-15,영업/정상,,씨유 목동트라팰리스점,"서울특별시 양천구 오목로 299, 이스턴애비뉴동 1층 105호 (목동, 목동트라팰리스)",,447091.855963511,188472.759197224,N,3.3
2020-07-28,영업/정상,,씨유 양천공원점,"서울특별시 양천구 목동서로 301-21, 1층 101호 (신정동)",,446330.820712259,188364.958212287,N,3.3
2018-08-27,영업/정상,,씨유 목동동로점,"서울특별시 양천구 목동서로 285, 황금프라자 1층 (신정동)",,446631.246949745,188363.725402734,N,20.0
2020-10-21,영업/정상,,씨유 신정 이편한세상점,"서울특별시 양천구 신정로13길 38, 102,103호 (신정동, 신정이편한세상아파트)",,445602.963172845,186049.901165873,N,3.3
2024-01-04,영업/정상,,씨유 신월정성점,"서울특별시 양천구 월정로17길 25, 1층 (신월동)",,447304.796286832,185493.565886301,N,3.3
2021-06-09,영업/정상,,씨유 목동3단지점,"서울특별시 양천구 목동중앙로 49, 1층 (목동)",,447989.05714915,188395.689133846,N,3.3
2022-12-22,영업/정상,,씨유 신월중앙로점,"서울특별시 양천구 오목로13길 36, 1층 (신월동)",,447096.555220323,186229.816578067,N,3.3
2025-04-08,영업/정상,,씨유 길동명일로점,"서울특별시 강동구 명일로 262, 1층 102,103,104,105호 (길동, 강동파크래디앙)",,448888.357174164,212981.750589294,,
2025-02-21,영업/정상,,씨유 서서울호수공원점,"서울특별시 양천구 남부순환로 432, 1층 (신월동)",,447465.35047304,185113.226695284,N,6.6
2021-04-15,영업/정상,,씨유 신정현대아이파크점,"서울특별시 양천구 신정로 170, 상가동 1층 101호 (신정동, 현대6차아파트)",,445113.109971419,185924.126505627,N,3.3
2021-04-16,영업/정상,,씨유 신정태화점,"서울특별시 양천구 중앙로32길 67, 상가동 1층 106~107호 (신정동, 태화상가빌라트)",,446478.22901232,187636.232572465,N,3.3
2021-04-13,영업/정상,,씨유 아델리체점,"서울특별시 양천구 중앙로43길 14, 111상가동 1층 101호 (신정동, 래미안 목동아델리체)",,446320.017928897,186813.012918407,N,3.3
2022-09-28,영업/정상,,씨유 뉴목동14단지점,"서울특별시 양천구 목동동로 130, 상가A동 1층 104호 (신정동, 목동신시가지아파트14단지)",,446003.941216623,188467.215363052,N,3.3
2021-01-19,영업/정상,,씨유 신월우정점,"서울특별시 양천구 월정로 279, 1층 (신월동)",,448859.935303752,184838.632492319,N,3.3
2022-08-17,영업/정상,,씨유 목동오목점,"서울특별시 양천구 신목로 79, 1층 (신정동)",,446655.09939338,188785.632103939,N,3.3
2025-01-02,영업/정상,,씨유 목동상떼빌점,"서울특별시 양천구 목동중앙로3길 16, 1층 (목동)",,448230.40490419,188427.878060222,N,3.3
2023-10-04,영업/정상,,씨유 목동원룸점,"서울특별시 양천구 목동중앙북로7가길 43, 1층 (목동)",,449698.560303556,188012.70930181,N,3.3
2023-10-18,영업/정상,,씨유(CU) 목동가온점,"서울특별시 양천구 오목로50길 23, 103호 (신정동, 문창오피스텔)",,446864.869823539,187940.112783536,N,19.8
2023-11-10,영업/정상,,씨유 목동11단지점,"서울특별시 양천구 목동동로 10, 상가A동 101호 (신정동, 목동신시가지아파트11단지)",,445546.556343923,187412.030051052,N,3.3
2023-09-21,영업/정상,,씨유 목동중앙로점,"서울특별시 양천구 목동중앙본로 109, 1층 (목동)",,449244.583026507,188523.453004186,N,3.3
2023-10-27,영업/정상,,씨유 신목동점,"서울특별시 양천구 신목로5길 13, 105,106호 (신정동)",,446168.551403076,188662.43035975,N,3.3
2022-05-04,영업/정상,,씨유 목동아이파크점,"서울특별시 양천구 남부순환로79길 21, 1층 102호, 103호 (신월동)",,446138.930604532,185970.092964626,N,9.9
2019-01-24,영업/정상,,씨유 등촌에이스에이존,"서울특별시 강서구 화곡로68길 36, 에이스에이존 1층 111,112호 (등촌동)",,450708.972803874,187220.501972892,N,3.3
2019-02-15,영업/정상,,씨유 이대서울병원점,"서울특별시 강서구 공항대로 260, 이화여자대학교 제2부속병원 지하1층 (마곡동)",07075761201,450604.239360205,185455.170806691,N,6.6
2019-03-14,영업/정상,,씨유 화곡영광점,"서울특별시 강서구 곰달래로53길 121, 1층 (화곡동)",,448236.108574432,187205.507910095,N,3.3
2019-02-28,영업/정상,,씨유 발산진흥점,"서울특별시 강서구 강서로47길 67, 1층 (내발산동)",0222615377,450080.859549327,185120.55374291,N,3.3
2019-01-09,영업/정상,,씨유 우장산힐스테이트점,"서울특별시 강서구 공항대로38길 80, 명성빌딩 1층 (내발산동)",,450530.52233773,185972.69133937,N,3.3
2023-09-08,영업/정상,,씨유 개화점,"서울특별시 강서구 금낭화로 167, 1층 104호 (방화동, 방화8단지개화아파트)",,453178.305694113,183372.025068083,N,3.3
2023-08-07,영업/정상,,씨유 마곡13단지점,"서울특별시 강서구 마곡중앙1로 71, 제근린생활시설-1동 101호 (마곡동, 마곡 13단지 힐스테이트 마스터)",,450626.281037325,183882.425597545,N,3.3
2023-07-07,영업/정상,,씨유 등촌보보카운티점,"서울특별시 강서구 공항대로 509, 우림보보카운티뷰오피스텔 1층 103-2,104-1호 (등촌동)",,450002.657772859,187851.458569291,N,3.3
2019-04-03,영업/정상,,씨유 방화초교점,"서울특별시 강서구 초원로 22, 1층 3,4호 (방화동)",0226637289,451714.649782862,182957.325956453,N,3.3
2019-04-24,영업/정상,,씨유 마곡한솔점,"서울특별시 강서구 양천로30길 77, 110동 1층 101호 (마곡동, 한솔솔파크아파트)",,451947.214463816,184321.324564628,N,3.3
2019-04-08,영업/정상,,씨유등촌보람점,"서울특별시 강서구 화곡로64길 86, 1층 (등촌동)",0236610504,450382.181220956,187339.551124057,N,5.11
2019-04-08,영업/정상,,씨유등촌주공점,"서울특별시 강서구 공항대로43길 39, 1101동 101호 (등촌동, 등촌주공아파트11단지)",,450774.888717142,186598.730444338,N,3.3
2023-06-19,영업/정상,,씨유 마곡더랜드점,"서울특별시 강서구 마곡중앙로 161-8, 두산더랜드파크 A동 1층 106호 (마곡동)",,451864.298152252,184655.264279055,N,3.3
2019-04-30,영업/정상,,씨유 강서도레미점,"서울특별시 강서구 양천로26길 38, 상가동 1층 102~103호 (방화동, 경남아너스빌)",0226666928,452235.907439485,183908.453461714,N,3.3
2019-08-29,영업/정상,,씨유 방화또오기점,"서울특별시 강서구 초원로16길 24, 1층 (방화동)",0226659245,451589.008478443,183591.88533413,N,3.3
2019-08-12,영업/정상,,씨유 화곡그랜드점,"서울특별시 강서구 강서로45길 49, 훼미리마트 1층 101-1호 (화곡동)",0226998750,449521.354847941,185210.867551712,N,3.3
2019-09-11,영업/정상,,씨유마곡1단지점,"서울특별시 강서구 강서로47길 108, 상가2(후문)동 1층 102호 (내발산동, 마곡수명산파크1단지아파트)",07040125104,450247.981816969,184927.026700683,N,3.3
2019-09-04,영업/정상,,씨유 등촌능안점,"서울특별시 강서구 등촌로39길 30, 1층 (등촌동, 그레이트마트)",,449311.999248573,187634.238946937,N,3.3
2024-08-27,영업/정상,,씨유 화곡초록마을점,"서울특별시 강서구 강서로18다길 41, 1층 (화곡동)",,448199.170695074,186382.154695597,N,3.3
2024-09-23,영업/정상,,씨유 방화플라워점,"서울특별시 강서구 방화대로41길 38-13, 제이엠빌딩 1층 우측 일부호 (방화동)",,452229.778471059,183515.241950329,N,3.3
2019-10-21,영업/정상,,씨유강서오토플렉스점,"서울특별시 강서구 양천로 390, 강서오토플랙스 자동차매매센터 1층 102호 (가양동)",0264438688,451531.667134554,186209.976144235,N,3.3
2022-03-14,영업/정상,,씨유 강서해링턴점,"서울특별시 강서구 강서로 231, 1층 101호 (화곡동, 우장산역 해링턴 타워)",,449342.433462083,185432.7672171,N,3.3
2022-03-10,영업/정상,,씨유 가양3단지점,"서울특별시 강서구 허준로 139, 1층 103,104호 (가양동, 강변아파트)",,451447.114515225,187178.737304284,N,3.3
2022-03-22,영업/정상,,씨유 화곡미래점,"서울특별시 강서구 초록마을로 122, 1층 일부호 (화곡동)",,448398.615042324,186729.609416151,N,3.3
2022-03-31,영업/정상,,씨유 방화제일점,"서울특별시 강서구 초원로 56, 1층 (방화동)",,451719.353764503,183283.557491626,N,3.3
2024-06-27,영업/정상,,씨유 방화에어뷰점,"서울특별시 강서구 금낭화로 136, 에어뷰21-2오피스텔 1층 116호 (방화동)",,452801.707821111,183410.412077203,N,3.3
2024-06-28,영업/정상,,씨유 화곡제일점,"서울특별시 강서구 곰달래로35길 17, 1층 (화곡동)",,447760.478108893,186976.260273583,N,3.3
2024-06-20,영업/정상,,씨유 강서신라점,"서울특별시 강서구 개화동로27길 33-17, 1층 일부호 (방화동)",,451452.292202256,183017.198989475,N,3.3
2024-07-25,영업/정상,,씨유 염창중앙점,"서울특별시 강서구 공항대로61길 42, 1층 106호 (염창동)",,450064.225867053,188129.756696846,N,3.3
2024-07-26,영업/정상,,씨유 강서국회대로점,"서울특별시 강서구 국회대로7길 138, 1층 (화곡동)",,447477.913189063,186957.76811841,N,3.3
2024-07-24,영업/정상,,씨유염창동아점,"서울특별시 강서구 양천로 731, 1층 102-1호 (염창동, 염창동동아3차아파트)",,449777.659575153,189098.806779959,N,3.3
2017-03-27,영업/정상,,씨유 등촌5단지점,"서울특별시 강서구 강서로62길 98, 1층 101호 (등촌동, 3동)",,451054.437108698,186236.399275519,N,9.9
2015-12-02,영업/정상,,씨유 강서태양점,"서울특별시 강서구 강서로18길 146, 1층 101호 (화곡동, 2동)",0226065552,448108.64635709,186992.935624152,N,3.3
2017-04-20,영업/정상,,씨유 강서웨스턴점,"서울특별시 강서구 허준로 47, 상가동 1층 101호 (가양동)",,452034.27568352,186429.327795498,N,6.6
2015-07-17,영업/정상,,씨유 마곡투웨니점,"서울특별시 강서구 강서로 443, 1층 112~113호 (마곡동, 가양 1동 마곡대명투웨니퍼스트)",07041404658,451442.581380544,185787.751203498,N,6.7
2015-06-18,영업/정상,,씨유 마곡아르디에,"서울특별시 강서구 강서로 423, 1층 110,111호 (마곡동, 가양1동 아르디에오피스텔)",,451258.61973203,185739.051219741,N,7.0
2014-10-08,영업/정상,,씨유 화곡사거리점,"서울특별시 강서구 곰달래로 123, 지하층 B110호 (화곡동, 1동,화곡동오피스텔)",0226040994,447619.160153588,186368.937163032,N,3.3
2017-04-04,영업/정상,,씨유강서스타점,"서울특별시 강서구 강서로54길 90, 1층 (등촌동)",,450710.010726125,186114.939184284,N,3.3
2011-05-19,영업/정상,,씨유 염창1호점,"서울특별시 강서구 양천로 713, 1층 (염창동)",0226958780,449738.825007126,188907.145870979,N,3.3
2017-04-20,영업/정상,,씨유송정역점,"서울특별시 강서구 공항대로 43, 1층 (공항동, 준명빌딩)",07041173513,451044.288913202,183335.627064206,N,3.3
2017-03-08,영업/정상,,씨유소나무 공원점,"서울특별시 강서구 까치산로15길 17, 1층 (화곡동, 본동 다산빌딩)",0220652111,449427.105342971,186435.075763607,N,3.3
2009-11-03,영업/정상,,씨유 공항빌리지점,"서울특별시 강서구 방화대로6길 33, 1층 (공항동)",0226620130,450319.350869657,183902.410246885,N,6.6
2016-12-13,영업/정상,,씨유 화곡정원점,"서울특별시 강서구 공항대로46길 57, 1층 101호 (화곡동, 6동)",02  26941505,450149.128774823,186853.073777308,N,6.6
2016-12-16,영업/정상,,씨유 마곡푸르지오점,"서울특별시 강서구 마곡중앙6로 10, 1층 121, 122호 (마곡동, 가양1동)",,450917.336925196,184749.475457317,N,6.6
2011-06-14,영업/정상,,씨유 뉴강서가로공원점,"서울특별시 강서구 가로공원로 218, 101동 1층 B01호 (화곡동, 파크아리온)",0226041888,448365.475118337,185809.147851913,N,3.3
2018-06-18,영업/정상,,씨유 화곡월정점,"서울특별시 강서구 월정로 156, 평화빌딩 1층 (화곡동)",0220651309,447847.67901611,185512.59085266,N,3.3
2013-11-26,영업/정상,,씨유 강서스카이점,"서울특별시 강서구 강서로5나길 50, 1층 105호 (화곡동, 1동)",0226089595,447415.863501253,186290.981002869,N,5.5
2013-10-01,영업/정상,,씨유 방화오피스1호점,"서울특별시 강서구 개화동로27가길 33, 에어팰리스 1층 103호 (방화동)",0264026935,451175.952498834,182924.505322144,N,10.0
2013-10-16,영업/정상,,씨유화곡양서점,"서울특별시 강서구 가로공원로84길 82, 1층 (화곡동, 1동 편의점내)",0226032387,447999.004893136,185958.892846518,N,3.3
2013-07-24,영업/정상,,씨유화곡일등점,"서울특별시 강서구 화곡로27가길 2, 1층 (화곡동, 우장산동)",,448900.253656445,185862.269708506,N,6.6
2013-07-04,영업/정상,,씨유 개화산역점,"서울특별시 강서구 양천로 19, 1층 (방화동, 1동)",0226637643,452295.430545244,182794.441839414,N,10.0
2017-11-03,영업/정상,,CU(씨유)뉴화곡우리마을,"서울특별시 강서구 강서로7길 107, 1층 101호 (화곡동, 1동 한양아이클래스)",,447412.892882253,185958.548930426,N,3.3
2017-12-19,영업/정상,,씨유양천향교점,"서울특별시 강서구 양천로49길 35, 한림빌딩 1층 101호 (가양동)",0226582937,452001.548882852,185838.384991988,N,3.3
2011-03-31,영업/정상,,씨유 화곡이슬점,"서울특별시 강서구 곰달래로24길 19, 1층 (화곡동, 1동)",0226072513,447513.687830291,186439.621263425,N,5.0
2019-12-23,영업/정상,,씨유 뉴공항1호점,"서울특별시 강서구 송정로 70, 1층 일부호 (공항동)",0226652144,450980.536782022,183137.394065893,N,3.3
2020-02-20,영업/정상,,씨유 수명파크점,"서울특별시 강서구 수명로1길 110, 상가동 103, 104호 (내발산동, 마곡수명산파크3단지아파트)",0226673103,450075.843931006,184458.933863125,N,3.3
2020-03-11,영업/정상,,씨유 이웰메디파크점,"서울특별시 강서구 마곡중앙4로 74, 1층 109,110호 (마곡동)",0226657875,450636.971746532,185346.557523809,N,3.3
2020-01-07,영업/정상,,씨유 강서화곡점,"서울특별시 강서구 화곡로42길 15, 움터 1층 (화곡동)",0226085522,449375.553058755,186359.312055328,N,3.3
2020-04-02,영업/정상,,씨유 방화오피스2호점,"서울특별시 강서구 개화동로29길 14, 공항타워펠리스오피스텔 나동 101호 (방화동)",02 26663339,451251.346331994,182933.515903576,N,3.3
2023-04-27,영업/정상,,씨유 화곡푸르지오점,"서울특별시 강서구 화곡로13길 107, 상가에이동 1층 101,117,118호 (화곡동, 화곡푸르지오)",,449164.972451344,185034.346957949,N,3.3
2023-04-27,영업/정상,,씨유 가양오피스점,"서울특별시 강서구 강서로74길 28, C&K하우스 1층 (가양동)",,451656.527784701,186010.726577028,N,3.3
2024-05-13,영업/정상,,씨유 서울식물원,"서울특별시 강서구 마곡동로 161, 서울식물원(호수공원 내) (마곡동)",,451739.731418093,185118.204838898,N,3.3
2024-04-11,영업/정상,,씨유 강서하늘점,"서울특별시 강서구 송정로 49, 남원빌딩 1층 (공항동)",,450790.368386363,183163.062623427,N,3.3
2024-03-26,영업/정상,,씨유 곰달래본점,"서울특별시 강서구 곰달래로 259, 용경빌딩 1층 (화곡동)",,447791.897411216,187712.598836101,N,3.3
2017-02-07,영업/정상,,씨유 등촌행복점,"서울특별시 강서구 화곡로66길 145, 1층 (등촌동, 1동)",,450319.079568926,187648.293100498,N,3.3
2017-02-17,영업/정상,,씨유 등촌오피스점,"서울특별시 강서구 양천로66길 21, 202동 1층 101호 (등촌동, 등촌투웨니퍼스트2차, 가양1동)",,450190.359245726,188027.655387324,N,3.3
2020-01-29,영업/정상,,씨유 화곡동도점,"서울특별시 강서구 까치산로17길 35, 1층 (화곡동)",,449624.252810032,186486.041411179,N,3.3
2020-04-03,영업/정상,,씨유 마곡미라벨점,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 116호 (마곡동)",0264985858,451171.287709396,184345.724012817,N,3.3
2023-03-10,영업/정상,,씨유 등촌디앤써밋점,"서울특별시 강서구 공항대로 521, 1층 102호 (등촌동)",,449928.922347785,187951.778250876,N,3.3
2023-02-17,영업/정상,,씨유 화곡수정점,"서울특별시 강서구 강서로18다길 8, 수정빌딩 1층 (화곡동)",,448046.544417073,186476.764914379,N,3.3
2024-01-24,영업/정상,,씨유화곡혜인점,"서울특별시 강서구 화곡로13길 98, 1층 (화곡동)",,449122.192160486,185180.605808154,N,3.3
2018-08-29,영업/정상,,씨유 우장산역점,"서울특별시 강서구 강서로 251, 세란빌딩 1층 (내발산동)",0226060503,449556.077304833,185440.48309074,N,6.6
2020-07-22,영업/정상,,씨유화곡행운점,"서울특별시 강서구 강서로8길 47, 1층 (화곡동)",,447552.816696576,186727.446320852,N,3.3
2020-08-26,영업/정상,,씨유 염창로보점,"서울특별시 강서구 공항대로71길 19, 로보사옥 1층 (염창동)",,449570.373716859,188628.131435694,N,3.3
2020-08-12,영업/정상,,씨유 나눔방화점,"서울특별시 강서구 방화대로37길 15, 상가동 1층 102호 (방화동, 신동아아파트)",,451995.621984752,183671.622728565,N,3.3
2021-09-16,영업/정상,,씨유 공항스타점,"서울특별시 강서구 남부순환로11길 94, 1층 (공항동)",,450617.865338905,183576.092767461,N,3.3
2021-09-13,영업/정상,,씨유 뉴화곡에스점,"서울특별시 강서구 강서로5나길 121, 1층 (화곡동)",,447332.105309799,185910.941479476,N,3.3
2023-01-13,영업/정상,,씨유 마곡사이언스타점,"서울특별시 강서구 마곡중앙6로 42, 사이언스타 1층 118호 (마곡동)",,450885.058431205,185095.247005248,N,3.3
2023-01-19,영업/정상,,씨유 공항메트로점,"서울특별시 강서구 공항대로7나길 44, 1층 (공항동)",,451307.026136767,183259.999011995,N,3.3
2023-01-04,영업/정상,,씨유 공항타운점,"서울특별시 강서구 방화대로7길 51, 1층 (공항동)",,450423.194387773,183438.36034638,N,3.3
2021-05-21,영업/정상,,씨유 화곡시원점,서울특별시 강서구 가로공원로76길 38 (화곡동),,448132.967098924,185553.435785412,N,3.3
2021-05-10,영업/정상,,씨유 강서엠파이어시티점,"서울특별시 강서구 강서로 187, 경동엠파이어시티 101동 104호 (화곡동)",,448972.075644627,185687.632945004,N,3.3
2021-06-01,영업/정상,,씨유 화곡행복점,"서울특별시 강서구 강서로17길 89, 1층 102호 (화곡동, 오화주택)",,447795.46038077,185858.15178615,N,3.3
2021-06-21,영업/정상,,씨유 방화리치점,"서울특별시 강서구 방화동로 107, 1층 (방화동)",,451978.943257625,183374.34662432,N,3.3
2022-03-23,영업/정상,,씨유 까치산역점,"서울특별시 강서구 강서로 61, 영상빌딩 1층 (화곡동)",,447872.922273067,186288.261900491,,
2018-09-19,영업/정상,,씨유화곡 소비자점,"서울특별시 강서구 화곡로31길 53, 1층 (화곡동)",,449137.955617785,185832.308130488,N,7.0
2018-10-01,영업/정상,,씨유 화곡미라클점,"서울특별시 강서구 초록마을로5길 25, 1층 (화곡동, 예담채)",,449074.434672889,186446.957858838,N,7.0
2022-10-11,영업/정상,,씨유 마곡필굿점,"서울특별시 강서구 마곡중앙8로 86, 필네이처 1층 106호 (마곡동)",,450941.426239756,185522.93039364,N,3.3
2021-02-18,영업/정상,,씨유 강서마곡점,"서울특별시 강서구 양천로47나길 7, 1층 (마곡동)",0236644620,452149.512190298,185647.774424934,N,3.3
2018-09-11,영업/정상,,씨유 발산센터점,"서울특별시 강서구 강서로54길 27, 1층 (등촌동)",,450778.634128083,185795.947329396,N,7.0
2025-02-25,영업/정상,,씨유 김포국제공항점,"서울특별시 강서구 하늘길 38, 김포국제공항 국제선터미널 3층 (방화동)",,452203.431859429,182443.369126587,N,3.3
2022-08-19,영업/정상,,씨유 KBS스포츠월드점,"서울특별시 강서구 공항대로 376, KBS스포츠월드 1층 (화곡동)",,450518.14211989,186463.83481885,N,3.3
2022-07-08,영업/정상,,씨유 염창트리타워점,"서울특별시 강서구 양천로 738, 1층 101,110호 (염창동)",,449608.300304977,189124.441211963,N,3.3
2022-08-23,영업/정상,,씨유 강서사랑점,"서울특별시 강서구 초록마을로 129, 1층 (화곡동)",,448336.320769363,186672.607065716,N,7.0
2023-12-13,영업/정상,,씨유 염창하나점,"서울특별시 강서구 양천로71길 54, 상가동 1층 101호 (염창동, 강변코아루)",,450121.899073498,188748.513651991,N,3.3
2023-12-05,영업/정상,,씨유 강서중앙점,"서울특별시 강서구 월정로 102, 1층 (화곡동)",,447360.27075665,185747.670138989,N,3.3
2018-11-30,영업/정상,,씨유 마곡엠코점,"서울특별시 강서구 강서로 471, 엠코지니어스타 B동 1층 107호 (마곡동)",0226599773,451695.292288148,185846.316537188,N,4.0
2023-01-31,영업/정상,,씨유 가양시크릿점,"서울특별시 강서구 강서로 506, 가양골프장 B동 1층 (가양동)",,452051.602909992,185983.836659693,N,3.3
2018-11-16,영업/정상,,씨유 화곡명월점,"서울특별시 강서구 곰달래로 104, 기룡빌딩 1층 (화곡동)",,447571.649333861,186173.681508541,N,4.0
2018-12-14,영업/정상,,씨유 수명산7단지점,"서울특별시 강서구 수명로2가길 22, 상가동 1층 101호 (내발산동, 마곡수명산파크7단지아파트)",0226077007,449557.87737204,184263.046270841,N,3.3
2018-11-12,영업/정상,,씨유 화곡신월초교점,"서울특별시 강서구 강서로31길 52, 1층 (화곡동)",0226994557,448576.194577559,185680.786227784,N,6.6
2021-01-04,영업/정상,,씨유 등촌원룸점,"서울특별시 강서구 화곡로68길 132, 1층 (등촌동)",,450484.807471335,187625.532088357,N,3.3
2021-01-04,영업/정상,,씨유개화산이너스빌점,"서울특별시 강서구 양천로14가길 23, 1층 101호 (방화동, 개화산경남아너스빌)",,452195.586351684,183014.511131124,N,3.3
2021-02-03,영업/정상,,씨유 강서오피스점,"서울특별시 강서구 화곡로 354-5, 1층 104호 (화곡동)",,450297.393074396,186908.920793249,N,3.3
2022-05-27,영업/정상,,씨유 화곡더숨점,"서울특별시 강서구 초록마을로34길 57, 1층 (화곡동, 더숨 포레스트)",,448455.227236388,186237.470598342,N,3.3
